Date,Open,High,Low,Close,Volume,Adj Close
20160314  17:00:00,894.75,895.0,894.5,894.75,482,894.775
20160314  17:01:00,894.75,895.0,894.5,894.5,125,894.55
20160314  17:02:00,894.25,894.5,894.25,894.25,87,894.275
20160314  17:03:00,894.25,894.25,894.0,894.25,102,894.175
20160314  17:04:00,894.25,894.25,894.0,894.25,49,894.025
20160314  17:05:00,894.25,894.5,894.0,894.5,60,894.2
20160314  17:06:00,894.5,894.5,894.25,894.5,15,894.425
20160314  17:07:00,894.5,894.75,894.5,894.75,30,894.55
20160314  17:08:00,894.75,894.75,894.5,894.5,9,894.575
20160314  17:09:00,894.75,894.75,894.75,894.75,4,894.75
20160314  17:10:00,894.5,894.75,894.5,894.75,38,894.525
20160314  17:11:00,894.75,894.75,894.75,894.75,8,894.75
20160314  17:12:00,894.75,894.75,894.75,894.75,1,894.75
20160314  17:13:00,894.5,894.75,894.5,894.75,42,894.55
20160314  17:14:00,894.5,894.5,894.25,894.5,9,894.475
20160314  17:15:00,894.5,894.75,894.5,894.5,23,894.525
20160314  17:16:00,894.75,894.75,894.75,894.75,3,894.75
20160314  17:17:00,894.75,894.75,894.75,894.75,6,894.75
20160314  17:18:00,894.75,894.75,894.75,894.75,4,894.75
20160314  17:19:00,894.75,894.75,894.75,894.75,1,894.75
20160314  17:20:00,894.75,895.0,894.75,894.75,19,894.775
20160314  17:21:00,895.0,895.0,895.0,895.0,1,895.0
20160314  17:22:00,894.75,895.0,894.75,895.0,3,894.825
20160314  17:23:00,895.0,895.0,894.75,894.75,36,894.825
20160314  17:24:00,894.75,894.75,894.75,894.75,0,894.75
20160314  17:25:00,894.75,894.75,894.5,894.5,4,894.7
20160314  17:26:00,894.75,894.75,894.75,894.75,2,894.75
20160314  17:27:00,894.75,894.75,894.75,894.75,1,894.75
20160314  17:28:00,894.75,894.75,894.75,894.75,0,894.75
20160314  17:29:00,894.5,894.5,894.5,894.5,1,894.5
20160314  17:30:00,894.5,894.5,894.5,894.5,0,894.5
20160314  17:31:00,894.75,894.75,894.5,894.5,25,894.6
20160314  17:32:00,894.5,894.75,894.5,894.75,36,894.55
20160314  17:33:00,894.5,894.75,894.5,894.75,8,894.525
20160314  17:34:00,894.75,895.0,894.75,894.75,45,894.825
20160314  17:35:00,895.0,895.0,895.0,895.0,1,895.0
20160314  17:36:00,895.0,895.0,895.0,895.0,1,895.0
20160314  17:37:00,895.0,895.0,895.0,895.0,5,895.0
20160314  17:38:00,894.75,894.75,894.75,894.75,11,894.75
20160314  17:39:00,894.75,894.75,894.75,894.75,0,894.75
20160314  17:40:00,894.75,894.75,894.75,894.75,0,894.75
20160314  17:41:00,895.0,895.0,894.75,894.75,8,894.975
20160314  17:42:00,895.0,895.0,895.0,895.0,2,895.0
20160314  17:43:00,895.0,895.0,895.0,895.0,0,895.0
20160314  17:44:00,895.0,895.0,895.0,895.0,0,895.0
20160314  17:45:00,894.75,894.75,894.75,894.75,1,894.75
20160314  17:46:00,894.75,894.75,894.75,894.75,67,894.75
20160314  17:47:00,894.75,894.75,894.75,894.75,39,894.75
20160314  17:48:00,894.75,894.75,894.75,894.75,23,894.75
20160314  17:49:00,894.75,894.75,894.75,894.75,0,894.75
20160314  17:50:00,894.75,894.75,894.75,894.75,0,894.75
20160314  17:51:00,894.75,894.75,894.75,894.75,0,894.75
20160314  17:52:00,894.75,894.75,894.75,894.75,33,894.75
20160314  17:53:00,894.75,894.75,894.75,894.75,5,894.75
20160314  17:54:00,894.75,894.75,894.75,894.75,0,894.75
20160314  17:55:00,894.75,894.75,894.75,894.75,0,894.75
20160314  17:56:00,895.0,895.0,895.0,895.0,12,895.0
20160314  17:57:00,895.0,895.0,895.0,895.0,3,895.0
20160314  17:58:00,895.0,895.0,895.0,895.0,6,895.0
20160314  17:59:00,895.0,895.0,894.75,895.0,20,894.975
20160314  18:00:00,894.75,895.0,894.75,894.75,129,894.9
20160314  18:01:00,894.5,894.5,894.5,894.5,15,894.5
20160314  18:02:00,894.25,894.5,894.25,894.25,92,894.325
20160314  18:03:00,894.25,894.25,894.0,894.25,70,894.2
20160314  18:04:00,894.25,894.75,894.25,894.5,32,894.475
20160314  18:05:00,894.75,895.25,894.75,895.0,160,895.025
20160314  18:06:00,895.0,895.5,895.0,895.25,36,895.275
20160314  18:07:00,895.25,895.25,895.0,895.0,30,895.025
20160314  18:08:00,895.0,895.0,895.0,895.0,11,895.0
20160314  18:09:00,895.0,895.0,895.0,895.0,0,895.0
