Date,Open,High,Low,Close,Volume,Adj Close
20150505  02:50:00,982.25,982.25,982.25,982.25,0,982.25
20150505  02:51:00,982.25,982.25,982.25,982.25,0,982.25
20150505  02:52:00,982.25,982.25,982.25,982.25,98,982.25
20150505  02:53:00,982.25,982.25,982.25,982.25,0,982.25
20150505  02:54:00,982.25,982.25,982.25,982.25,0,982.25
20150505  02:55:00,982.25,982.25,982.25,982.25,0,982.25
20150505  02:56:00,982.25,982.25,982.25,982.25,0,982.25
20150505  02:57:00,982.25,982.25,982.25,982.25,0,982.25
20150505  02:58:00,982.25,982.25,982.25,982.25,0,982.25
20150505  02:59:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:00:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:01:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:02:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:03:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:04:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:05:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:06:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:07:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:08:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:09:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:10:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:11:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:12:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:13:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:14:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:15:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:16:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:17:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:18:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:19:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:20:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:21:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:22:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:23:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:24:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:25:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:26:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:27:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:28:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:29:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:30:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:31:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:32:00,982.25,982.25,982.25,982.25,0,982.25
20150505  03:33:00,982.25,982.25,982.25,982.25,0,982.25
