Date,Open,High,Low,Close,Volume,Adj Close
20140713  17:00:00,1193.25,1193.75,1190.25,1190.25,92,1192.825
20140713  17:01:00,1190.25,1191.75,1189.0,1190.5,146,1190.725
20140713  17:02:00,1190.5,1190.75,1190.0,1190.5,25,1190.5
20140713  17:03:00,1191.25,1191.25,1190.25,1190.75,33,1190.625
20140713  17:04:00,1190.5,1192.0,1190.0,1192.0,78,1190.6
20140713  17:05:00,1191.25,1192.0,1190.75,1191.0,17,1191.2
20140713  17:06:00,1191.25,1191.75,1191.0,1191.75,22,1191.4
20140713  17:07:00,1192.0,1192.5,1191.75,1191.75,13,1192.125
20140713  17:08:00,1191.75,1191.75,1191.75,1191.75,1,1191.75
20140713  17:09:00,1191.75,1191.75,1190.75,1190.75,18,1191.575
20140713  17:10:00,1191.0,1191.25,1190.75,1191.25,43,1191.225
20140713  17:11:00,1191.25,1191.25,1191.0,1191.25,9,1191.225
20140713  17:12:00,1191.5,1191.5,1191.25,1191.25,5,1191.45
20140713  17:13:00,1191.5,1191.5,1191.5,1191.5,1,1191.5
20140713  17:14:00,1191.5,1191.5,1191.0,1191.0,21,1191.225
20140713  17:15:00,1190.75,1191.0,1190.75,1190.75,30,1190.775
20140713  17:16:00,1190.5,1191.25,1190.0,1191.25,71,1190.35
20140713  17:17:00,1191.0,1191.25,1190.25,1190.25,40,1190.55
20140713  17:18:00,1190.75,1190.75,1190.25,1190.75,51,1190.4
20140713  17:19:00,1190.5,1190.75,1190.5,1190.5,16,1190.55
20140713  17:20:00,1190.5,1190.5,1190.5,1190.5,0,1190.5
20140713  17:21:00,1191.25,1191.25,1191.25,1191.25,6,1191.25
20140713  17:22:00,1191.0,1191.0,1190.5,1190.5,9,1190.825
20140713  17:23:00,1190.5,1190.5,1190.5,1190.5,0,1190.5
20140713  17:24:00,1190.75,1192.0,1190.75,1192.0,19,1191.725
20140713  17:25:00,1192.0,1192.0,1191.5,1191.75,8,1191.8
20140713  17:26:00,1191.75,1191.75,1191.75,1191.75,0,1191.75
20140713  17:27:00,1191.75,1191.75,1191.75,1191.75,0,1191.75
20140713  17:28:00,1191.0,1191.0,1191.0,1191.0,2,1191.0
20140713  17:29:00,1191.0,1191.25,1191.0,1191.25,10,1191.025
20140713  17:30:00,1191.0,1191.0,1191.0,1191.0,1,1191.0
20140713  17:31:00,1191.0,1191.0,1191.0,1191.0,0,1191.0
20140713  17:32:00,1191.25,1191.25,1190.75,1190.75,2,1191.0
20140713  17:33:00,1190.75,1191.25,1190.75,1191.25,8,1190.875
20140713  17:34:00,1191.0,1191.0,1191.0,1191.0,1,1191.0
20140713  17:35:00,1190.75,1190.75,1190.75,1190.75,2,1190.75
20140713  17:36:00,1190.75,1190.75,1190.75,1190.75,1,1190.75
20140713  17:37:00,1191.25,1192.25,1191.25,1192.25,33,1191.9
20140713  17:38:00,1192.5,1192.5,1192.5,1192.5,3,1192.5
20140713  17:39:00,1192.5,1192.5,1192.5,1192.5,0,1192.5
20140713  17:40:00,1192.25,1192.25,1192.25,1192.25,1,1192.25
20140713  17:41:00,1192.5,1192.5,1192.5,1192.5,2,1192.5
20140713  17:42:00,1192.5,1192.5,1192.25,1192.25,4,1192.425
20140713  17:43:00,1192.25,1192.75,1192.25,1192.75,14,1192.5
20140713  17:44:00,1192.75,1192.75,1192.75,1192.75,1,1192.75
20140713  17:45:00,1192.5,1192.5,1192.5,1192.5,1,1192.5
20140713  17:46:00,1192.5,1192.5,1192.5,1192.5,2,1192.5
20140713  17:47:00,1192.5,1192.5,1192.5,1192.5,0,1192.5
20140713  17:48:00,1192.5,1192.5,1192.5,1192.5,0,1192.5
20140713  17:49:00,1192.5,1192.5,1192.5,1192.5,0,1192.5
20140713  17:50:00,1192.0,1192.0,1192.0,1192.0,4,1192.0
20140713  17:51:00,1192.0,1192.0,1192.0,1192.0,1,1192.0
20140713  17:52:00,1191.5,1191.5,1191.0,1191.0,13,1191.2
20140713  17:53:00,1191.0,1191.0,1191.0,1191.0,0,1191.0
20140713  17:54:00,1191.0,1191.0,1191.0,1191.0,1,1191.0
20140713  17:55:00,1191.0,1191.0,1191.0,1191.0,0,1191.0
20140713  17:56:00,1191.0,1191.0,1191.0,1191.0,0,1191.0
20140713  17:57:00,1191.0,1191.0,1191.0,1191.0,0,1191.0
20140713  17:58:00,1191.0,1191.0,1191.0,1191.0,1,1191.0
20140713  17:59:00,1191.0,1191.0,1191.0,1191.0,0,1191.0
20140713  18:00:00,1191.5,1191.5,1191.5,1191.5,8,1191.5
20140713  18:01:00,1192.0,1192.75,1192.0,1192.5,22,1192.35
20140713  18:02:00,1193.0,1193.5,1193.0,1193.5,6,1193.325
20140713  18:03:00,1193.5,1193.5,1193.5,1193.5,0,1193.5
20140713  18:04:00,1194.25,1194.25,1194.0,1194.0,2,1194.125
