Date,Open,High,Low,Close,Volume,Adj Close
20151207  17:00:00,886.0,886.5,885.0,885.5,722,885.8
20151207  17:01:00,885.0,885.75,884.5,885.75,143,885.15
20151207  17:02:00,886.0,887.0,886.0,886.75,139,886.6
20151207  17:03:00,886.5,886.75,886.5,886.75,38,886.625
20151207  17:04:00,886.5,886.5,886.0,886.25,67,886.275
20151207  17:05:00,886.25,886.25,886.25,886.25,30,886.25
20151207  17:06:00,886.25,886.25,885.25,885.5,98,885.95
20151207  17:07:00,885.5,886.0,885.25,885.75,117,885.625
20151207  17:08:00,885.5,885.5,885.25,885.25,42,885.35
20151207  17:09:00,885.0,885.25,885.0,885.0,16,885.025
20151207  17:10:00,885.0,885.25,884.75,885.25,40,884.975
20151207  17:11:00,885.5,885.75,885.5,885.5,68,885.675
20151207  17:12:00,885.25,885.25,884.25,884.75,114,884.625
20151207  17:13:00,885.0,885.25,885.0,885.0,3,885.075
20151207  17:14:00,885.25,885.25,884.75,885.0,42,885.2
20151207  17:15:00,884.5,885.5,884.5,885.0,78,884.9
20151207  17:16:00,885.0,885.0,884.75,884.75,14,884.8
20151207  17:17:00,884.75,885.5,884.75,885.5,64,885.3
20151207  17:18:00,885.5,885.5,885.0,885.0,38,885.2
20151207  17:19:00,885.0,885.0,884.5,884.75,41,884.8
20151207  17:20:00,884.75,884.75,884.5,884.5,45,884.675
20151207  17:21:00,884.5,885.25,884.5,885.0,19,884.75
20151207  17:22:00,885.0,885.0,884.75,884.75,54,884.8
20151207  17:23:00,884.75,884.75,884.5,884.5,41,884.7
20151207  17:24:00,884.5,884.75,884.5,884.75,26,884.7
20151207  17:25:00,884.75,884.75,884.75,884.75,6,884.75
20151207  17:26:00,884.75,884.75,884.5,884.75,51,884.75
20151207  17:27:00,884.5,884.5,884.25,884.25,41,884.4
20151207  17:28:00,884.25,884.5,884.0,884.0,61,884.1
20151207  17:29:00,884.0,884.0,883.75,883.75,17,883.9
20151207  17:30:00,883.75,883.75,883.5,883.5,15,883.675
20151207  17:31:00,883.5,883.5,883.5,883.5,0,883.5
20151207  17:32:00,883.5,883.5,883.5,883.5,0,883.5
20151207  17:33:00,883.75,883.75,883.5,883.75,62,883.75
20151207  17:34:00,883.75,883.75,883.75,883.75,41,883.75
20151207  17:35:00,883.75,883.75,883.75,883.75,2,883.75
20151207  17:36:00,883.75,884.0,883.75,883.75,9,883.825
20151207  17:37:00,884.0,884.0,883.75,883.75,14,883.9
20151207  17:38:00,883.75,883.75,883.75,883.75,3,883.75
20151207  17:39:00,883.5,883.75,883.25,883.5,59,883.5
20151207  17:40:00,883.5,883.5,883.5,883.5,7,883.5
20151207  17:41:00,883.25,883.25,883.0,883.25,65,883.225
20151207  17:42:00,883.25,883.25,883.25,883.25,16,883.25
20151207  17:43:00,883.0,883.0,883.0,883.0,48,883.0
20151207  17:44:00,883.0,883.25,883.0,883.0,12,883.025
20151207  17:45:00,883.0,883.0,882.75,882.75,74,882.975
20151207  17:46:00,882.75,882.75,882.75,882.75,54,882.75
