Date,Open,High,Low,Close,Volume,Adj Close
20150423  11:04:00,978.25,978.5,978.25,978.25,93,978.475
20150423  11:05:00,978.5,978.75,978.25,978.25,85,978.625
20150423  11:06:00,978.5,978.5,978.25,978.25,64,978.375
20150423  11:07:00,978.5,978.5,978.25,978.25,27,978.275
20150423  11:08:00,978.25,978.25,978.0,978.0,76,978.125
20150423  11:09:00,978.0,978.0,977.75,978.0,44,977.8
20150423  11:10:00,978.0,978.25,977.75,978.25,82,978.025
20150423  11:11:00,978.25,978.25,977.75,978.0,151,978.125
20150423  11:12:00,977.75,978.0,977.25,977.5,285,977.65
20150423  11:13:00,977.5,978.0,977.25,977.75,696,977.5
20150423  11:14:00,977.75,978.75,977.5,977.75,1805,978.325
20150421  17:00:00,973.75,974.25,973.75,974.25,81,973.85
20150421  17:01:00,974.5,974.5,974.5,974.5,10,974.5
20150421  17:02:00,974.75,974.75,974.5,974.75,16,974.725
20150421  17:03:00,975.0,975.5,975.0,975.5,70,975.125
20150421  17:04:00,975.5,975.5,975.5,975.5,3,975.5
20150421  17:05:00,975.75,975.75,975.5,975.5,12,975.725
20150421  17:06:00,975.75,976.0,975.5,975.75,77,975.8
20150421  17:07:00,975.75,975.75,975.5,975.5,15,975.65
20150421  17:08:00,975.75,975.75,975.25,975.25,39,975.675
20150421  17:09:00,975.0,975.25,975.0,975.25,9,975.1
20150421  17:10:00,975.0,975.75,975.0,975.75,20,975.35
20150421  17:11:00,975.75,976.0,975.25,975.5,95,975.7
20150421  17:12:00,975.75,975.75,975.25,975.25,6,975.5
20150421  17:13:00,975.5,975.5,975.5,975.5,3,975.5
20150421  17:14:00,975.5,975.5,975.5,975.5,4,975.5
20150421  17:15:00,975.5,975.5,975.5,975.5,0,975.5
20150421  17:16:00,975.5,975.5,975.5,975.5,0,975.5
20150421  17:17:00,975.75,975.75,975.75,975.75,7,975.75
20150421  17:18:00,975.75,975.75,975.5,975.5,14,975.725
20150421  17:19:00,975.25,975.25,975.0,975.0,18,975.075
20150421  17:20:00,975.0,975.0,975.0,975.0,1,975.0
20150421  17:21:00,975.0,975.25,975.0,975.25,18,975.1
20150421  17:22:00,975.25,975.25,975.25,975.25,2,975.25
20150421  17:23:00,975.5,975.5,975.5,975.5,3,975.5
20150421  17:24:00,975.5,975.5,975.5,975.5,0,975.5
20150421  17:25:00,975.5,975.5,975.5,975.5,0,975.5
20150421  17:26:00,975.5,975.5,975.5,975.5,0,975.5
20150421  17:27:00,975.5,975.5,975.5,975.5,0,975.5
20150421  17:28:00,975.5,975.5,975.25,975.25,2,975.375
20150421  17:29:00,975.0,975.25,975.0,975.25,4,975.175
20150421  17:30:00,975.25,975.25,975.25,975.25,2,975.25
20150421  17:31:00,975.25,975.5,975.25,975.25,5,975.3
20150421  17:32:00,975.25,975.25,975.25,975.25,0,975.25
20150421  17:33:00,975.25,975.25,975.25,975.25,0,975.25
20150421  17:34:00,975.5,975.5,975.0,975.0,23,975.275
20150421  17:35:00,974.75,974.75,973.5,973.5,92,974.025
20150421  17:36:00,973.5,973.5,973.0,973.0,52,973.125
20150421  17:37:00,973.25,973.75,973.25,973.75,18,973.675
20150421  17:38:00,974.25,974.5,974.25,974.5,4,974.375
20150421  17:39:00,974.5,974.5,974.5,974.5,0,974.5
20150421  17:40:00,974.75,974.75,973.5,974.5,36,974.2
20150421  17:41:00,974.5,975.25,974.5,975.25,9,975.025
20150421  17:42:00,974.75,975.0,974.75,974.75,9,974.85
20150421  17:43:00,975.0,975.5,974.75,974.75,23,975.125
20150421  17:44:00,975.0,975.5,974.5,974.75,63,975.075
20150421  17:45:00,975.0,975.5,974.5,974.75,233,974.95
20150421  17:46:00,975.0,975.5,974.0,974.5,380,974.75
20150421  17:47:00,974.5,975.75,974.25,975.5,364,975.15
20150421  17:48:00,975.25,975.5,975.0,975.5,16,975.325
20150421  17:49:00,975.5,975.5,975.5,975.5,1,975.5
20150421  17:50:00,975.5,975.5,975.5,975.5,0,975.5
20150421  17:51:00,975.25,975.25,975.25,975.25,4,975.25
20150421  17:52:00,975.0,975.75,975.0,975.75,67,975.4
20150421  17:53:00,976.0,976.0,976.0,976.0,1,976.0
20150421  17:54:00,976.0,976.0,976.0,976.0,0,976.0
20150421  17:55:00,976.0,976.0,976.0,976.0,0,976.0
20150421  17:56:00,975.75,975.75,975.75,975.75,30,975.75
20150421  17:57:00,976.0,976.0,976.0,976.0,9,976.0
20150421  17:58:00,976.0,976.0,976.0,976.0,1,976.0
20150421  17:59:00,976.0,976.0,976.0,976.0,2,976.0
20150421  18:00:00,976.0,976.0,976.0,976.0,2,976.0
20150421  18:01:00,976.25,976.5,976.25,976.5,15,976.45
20150421  18:02:00,976.25,976.25,976.25,976.25,8,976.25
20150421  18:03:00,976.25,976.5,976.25,976.5,6,976.3
20150421  18:04:00,976.25,976.25,975.75,975.75,10,976.075
20150421  18:05:00,976.0,976.0,976.0,976.0,23,976.0
20150421  18:06:00,976.0,976.0,976.0,976.0,0,976.0
20150421  18:07:00,976.0,976.0,976.0,976.0,4,976.0
20150421  18:08:00,976.0,976.0,975.75,975.75,19,975.775
20150421  18:09:00,975.75,975.75,975.75,975.75,10,975.75
20150421  18:10:00,975.75,975.75,975.75,975.75,104,975.75
20150421  18:11:00,975.5,975.5,974.5,974.5,13,974.875
20150421  18:12:00,974.25,974.25,973.5,973.5,47,973.8
20150421  18:13:00,973.5,973.5,973.25,973.25,43,973.3
20150421  18:14:00,973.25,973.5,973.25,973.5,21,973.375
20150421  18:15:00,973.25,973.5,973.25,973.25,77,973.275
20150421  18:16:00,973.25,973.25,973.25,973.25,4,973.25
20150421  18:17:00,973.25,973.25,973.25,973.25,3,973.25
20150421  18:18:00,973.25,973.25,973.25,973.25,10,973.25
20150421  18:19:00,973.25,973.25,973.0,973.0,11,973.225
20150421  18:20:00,973.0,973.0,973.0,973.0,0,973.0
20150421  18:21:00,973.0,973.0,973.0,973.0,0,973.0
20150421  18:22:00,973.0,973.0,973.0,973.0,18,973.0
20150421  18:23:00,973.0,973.25,972.75,973.0,21,972.9
20150421  18:24:00,973.0,973.0,973.0,973.0,0,973.0
20150421  18:25:00,973.0,973.0,973.0,973.0,2,973.0
20150421  18:26:00,973.0,973.0,973.0,973.0,3,973.0
20150421  18:27:00,973.0,973.0,972.75,973.0,7,972.9
20150421  18:28:00,973.25,973.25,973.25,973.25,1,973.25
20150421  18:29:00,973.25,973.25,973.25,973.25,0,973.25
