Date,Open,High,Low,Close,Volume,Adj Close
20150708  07:36:00,1012.5,1012.5,1012.5,1012.5,0,1012.5
20150708  07:37:00,1013.5,1014.0,1013.5,1014.0,49,1013.8
20150708  07:38:00,1014.0,1014.0,1014.0,1014.0,0,1014.0
20150708  07:39:00,1014.0,1014.0,1014.0,1014.0,0,1014.0
20150708  07:40:00,1014.0,1014.0,1014.0,1014.0,0,1014.0
20150708  07:41:00,1014.0,1014.0,1014.0,1014.0,0,1014.0
20150708  07:42:00,1014.0,1014.0,1014.0,1014.0,0,1014.0
20150708  07:43:00,1014.0,1014.0,1014.0,1014.0,0,1014.0
20150708  07:44:00,1014.0,1014.0,1014.0,1014.0,0,1014.0
20150708  07:45:00,1014.0,1014.0,1014.0,1014.0,0,1014.0
20150708  07:46:00,1011.25,1011.25,1011.25,1011.25,39,1011.25
20150708  07:47:00,1011.25,1011.25,1011.25,1011.25,17,1011.25
20150708  07:48:00,1012.0,1012.0,1012.0,1012.0,1,1012.0
20150708  07:49:00,1012.0,1012.0,1012.0,1012.0,0,1012.0
20150708  07:50:00,1012.0,1012.0,1012.0,1012.0,0,1012.0
20150708  07:51:00,1012.0,1012.0,1012.0,1012.0,0,1012.0
20150708  07:52:00,1012.0,1012.0,1012.0,1012.0,0,1012.0
20150708  07:53:00,1012.0,1012.0,1012.0,1012.0,0,1012.0
20150708  07:54:00,1013.25,1013.25,1013.25,1013.25,6,1013.25
20150708  07:55:00,1013.25,1013.25,1013.25,1013.25,0,1013.25
20150708  07:56:00,1013.25,1013.25,1013.25,1013.25,0,1013.25
20150708  07:57:00,1013.25,1013.25,1013.25,1013.25,0,1013.25
20150708  07:58:00,1013.25,1013.25,1013.25,1013.25,0,1013.25
20150708  07:59:00,1013.25,1013.25,1013.25,1013.25,0,1013.25
20150708  08:00:00,1013.25,1013.25,1013.25,1013.25,0,1013.25
20150708  08:01:00,1014.25,1014.25,1014.25,1014.25,2,1014.25
20150708  08:02:00,1014.25,1014.25,1014.25,1014.25,0,1014.25
20150708  08:03:00,1014.25,1014.25,1014.25,1014.25,0,1014.25
20150708  08:04:00,1014.75,1014.75,1014.75,1014.75,2,1014.75
20150708  08:05:00,1014.75,1014.75,1014.75,1014.75,0,1014.75
20150708  08:06:00,1014.75,1014.75,1014.75,1014.75,0,1014.75
20150708  08:07:00,1014.75,1014.75,1014.75,1014.75,0,1014.75
20150708  08:08:00,1014.75,1014.75,1014.75,1014.75,0,1014.75
20150708  08:09:00,1014.75,1014.75,1014.75,1014.75,0,1014.75
20150708  08:10:00,1014.75,1014.75,1014.75,1014.75,0,1014.75
20150708  08:11:00,1014.75,1014.75,1014.75,1014.75,0,1014.75
20150708  08:12:00,1014.75,1014.75,1014.75,1014.75,0,1014.75
20150708  08:13:00,1014.75,1014.75,1014.75,1014.75,0,1014.75
20150708  08:14:00,1014.75,1014.75,1014.75,1014.75,0,1014.75
20150708  08:15:00,1014.75,1014.75,1014.75,1014.75,0,1014.75
20150708  08:16:00,1014.5,1014.5,1014.5,1014.5,9,1014.5
20150708  08:17:00,1014.5,1014.5,1014.5,1014.5,0,1014.5
20150708  08:18:00,1014.5,1014.5,1014.5,1014.5,2,1014.5
20150708  08:19:00,1014.5,1014.5,1014.5,1014.5,1,1014.5
20150708  08:20:00,1015.0,1015.5,1015.0,1015.5,13,1015.05
20150708  08:21:00,1014.5,1014.5,1014.5,1014.5,17,1014.5
