Date,Open,High,Low,Close,Volume,Adj Close
20160105  17:00:00,867.0,867.25,867.0,867.25,7,867.075
20160105  17:01:00,867.25,867.25,867.25,867.25,1,867.25
20160105  17:02:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:03:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:04:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:05:00,867.0,867.25,867.0,867.25,7,867.15
20160105  17:06:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:07:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:08:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:09:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:10:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:11:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:12:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:13:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:14:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:15:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:16:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:17:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:18:00,867.25,867.25,867.25,867.25,2,867.25
20160105  17:19:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:20:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:21:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:22:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:23:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:24:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:25:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:26:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:27:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:28:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:29:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:30:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:31:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:32:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:33:00,867.5,867.5,867.5,867.5,1,867.5
20160105  17:34:00,867.5,867.5,867.5,867.5,0,867.5
20160105  17:35:00,867.75,867.75,867.75,867.75,1,867.75
20160105  17:36:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:37:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:38:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:39:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:40:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:41:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:42:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:43:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:44:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:45:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:46:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:47:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:48:00,867.75,867.75,867.75,867.75,0,867.75
20160105  17:49:00,867.25,867.25,867.25,867.25,2,867.25
20160105  17:50:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:51:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:52:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:53:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:54:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:55:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:56:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:57:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:58:00,867.25,867.25,867.25,867.25,0,867.25
20160105  17:59:00,867.25,867.25,867.25,867.25,0,867.25
20160105  18:00:00,867.25,867.25,867.25,867.25,0,867.25
20160105  18:01:00,867.25,867.25,867.25,867.25,0,867.25
20160105  18:02:00,867.25,867.25,867.25,867.25,0,867.25
20160105  18:03:00,867.25,867.25,867.25,867.25,0,867.25
20160105  18:04:00,867.25,867.25,867.25,867.25,0,867.25
