Date,Open,High,Low,Close,Volume,Adj Close
20140902  17:04:00,1091.75,1091.75,1091.75,1091.75,1,1091.75
20140902  17:05:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:06:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:07:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:08:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:09:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:10:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:11:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:12:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:13:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:14:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:15:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:16:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:17:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:18:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:19:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:20:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:21:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:22:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:23:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:24:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:25:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:26:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:27:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:28:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:29:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:30:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:31:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:32:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:33:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:34:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:35:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:36:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:37:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:38:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:39:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:40:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:41:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:42:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:43:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:44:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:45:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:46:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:47:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:48:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:49:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:50:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:51:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:52:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:53:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:54:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:55:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:56:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:57:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:58:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  17:59:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:00:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:01:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:02:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:03:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:04:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:05:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:06:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:07:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:08:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:09:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:10:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:11:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:12:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:13:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:14:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:15:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:16:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:17:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:18:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:19:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:20:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:21:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:22:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:23:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:24:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:25:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:26:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:27:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:28:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:29:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:30:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:31:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:32:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:33:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:34:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:35:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:36:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:37:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:38:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:39:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:40:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:41:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:42:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:43:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:44:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:45:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:46:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:47:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:48:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:49:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:50:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:51:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:52:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:53:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:54:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:55:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:56:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:57:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:58:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
20140902  18:59:00,1091.75,1091.75,1091.75,1091.75,0,1091.75
