Date,Open,High,Low,Close,Volume,Adj Close
20140824  19:00:00,1161.5,1166.25,1159.5,1166.25,120,1162.45
20140824  19:01:00,1166.0,1166.5,1164.0,1165.25,11,1165.725
20140824  19:02:00,1164.25,1164.25,1162.25,1162.5,48,1163.275
20140824  19:03:00,1164.0,1164.0,1162.5,1162.5,3,1163.5
20140824  19:04:00,1163.0,1163.5,1162.25,1162.5,33,1162.65
20140824  19:05:00,1162.5,1162.75,1162.5,1162.75,14,1162.525
20140824  19:06:00,1162.75,1162.75,1162.75,1162.75,2,1162.75
20140824  19:07:00,1163.25,1163.5,1163.25,1163.25,5,1163.3
20140824  19:08:00,1163.25,1164.0,1163.25,1164.0,10,1163.925
20140824  19:09:00,1164.0,1164.5,1162.0,1164.5,17,1162.9
20140824  19:10:00,1165.0,1165.25,1165.0,1165.25,2,1165.125
20140824  19:11:00,1164.25,1164.25,1163.5,1163.5,2,1163.875
20140824  19:12:00,1163.0,1164.0,1163.0,1164.0,3,1163.675
20140824  19:13:00,1165.0,1165.0,1165.0,1165.0,2,1165.0
20140824  19:14:00,1165.75,1166.0,1165.75,1166.0,2,1165.875
20140824  19:15:00,1166.0,1166.0,1166.0,1166.0,1,1166.0
20140824  19:16:00,1166.0,1166.0,1166.0,1166.0,0,1166.0
20140824  19:17:00,1166.0,1166.0,1166.0,1166.0,11,1166.0
20140824  19:18:00,1166.0,1166.0,1165.5,1166.0,7,1165.925
20140824  19:19:00,1165.5,1165.75,1165.0,1165.75,5,1165.3
20140824  19:20:00,1165.75,1165.75,1165.75,1165.75,0,1165.75
20140824  19:21:00,1165.75,1165.75,1165.75,1165.75,0,1165.75
20140824  19:22:00,1165.75,1165.75,1165.75,1165.75,0,1165.75
20140824  19:23:00,1165.75,1165.75,1165.75,1165.75,3,1165.75
20140824  19:24:00,1165.75,1165.75,1165.75,1165.75,0,1165.75
20140824  19:25:00,1165.75,1165.75,1165.75,1165.75,0,1165.75
20140824  19:26:00,1165.75,1165.75,1165.75,1165.75,0,1165.75
20140824  19:27:00,1165.75,1165.75,1165.75,1165.75,0,1165.75
20140824  19:28:00,1166.0,1166.0,1166.0,1166.0,6,1166.0
20140824  19:29:00,1166.0,1166.0,1166.0,1166.0,0,1166.0
20140824  19:30:00,1166.0,1166.0,1166.0,1166.0,0,1166.0
20140824  19:31:00,1166.0,1166.0,1166.0,1166.0,0,1166.0
20140824  19:32:00,1166.0,1166.0,1166.0,1166.0,0,1166.0
20140824  19:33:00,1166.0,1166.0,1166.0,1166.0,0,1166.0
20140824  19:34:00,1166.0,1166.25,1166.0,1166.25,4,1166.175
20140824  19:35:00,1166.25,1166.25,1166.25,1166.25,0,1166.25
20140824  19:36:00,1166.25,1166.25,1166.25,1166.25,0,1166.25
20140824  19:37:00,1166.25,1166.25,1166.25,1166.25,0,1166.25
20140824  19:38:00,1166.25,1166.75,1166.25,1166.75,6,1166.5
20140824  19:39:00,1166.75,1166.75,1166.75,1166.75,0,1166.75
20140824  19:40:00,1167.0,1167.0,1166.75,1167.0,5,1166.9
20140824  19:41:00,1167.0,1167.0,1166.75,1166.75,3,1166.925
20140824  19:42:00,1166.75,1166.75,1166.75,1166.75,1,1166.75
20140824  19:43:00,1166.75,1166.75,1166.75,1166.75,0,1166.75
20140824  19:44:00,1167.0,1167.0,1166.5,1166.5,3,1166.675
20140824  19:45:00,1166.25,1166.25,1166.25,1166.25,4,1166.25
20140824  19:46:00,1165.75,1166.5,1165.5,1166.5,3,1165.925
20140824  19:47:00,1166.5,1166.5,1166.5,1166.5,0,1166.5
20140824  19:48:00,1166.5,1166.5,1166.5,1166.5,1,1166.5
20140824  19:49:00,1166.25,1166.25,1166.25,1166.25,1,1166.25
20140824  19:50:00,1165.25,1165.25,1165.25,1165.25,1,1165.25
20140824  19:51:00,1165.25,1165.25,1165.25,1165.25,0,1165.25
20140824  19:52:00,1165.25,1165.25,1165.25,1165.25,0,1165.25
20140824  19:53:00,1165.25,1165.25,1165.25,1165.25,0,1165.25
20140824  19:54:00,1165.25,1165.25,1165.25,1165.25,0,1165.25
20140824  19:55:00,1165.5,1166.0,1165.5,1166.0,3,1165.75
20140824  19:56:00,1166.0,1166.0,1166.0,1166.0,0,1166.0
20140824  19:57:00,1166.0,1166.0,1166.0,1166.0,0,1166.0
20140824  19:58:00,1165.75,1165.75,1164.75,1164.75,6,1165.2
20140824  19:59:00,1164.75,1164.75,1164.75,1164.75,0,1164.75
20140824  20:00:00,1166.0,1166.75,1166.0,1166.75,4,1166.5
20140824  20:01:00,1166.75,1166.75,1166.75,1166.75,0,1166.75
20140824  20:02:00,1167.0,1167.25,1167.0,1167.25,2,1167.125
20140824  20:03:00,1166.0,1166.0,1166.0,1166.0,1,1166.0
20140824  20:04:00,1166.0,1166.0,1166.0,1166.0,0,1166.0
20140824  20:05:00,1166.75,1167.25,1166.75,1167.25,4,1167.125
20140824  20:06:00,1167.5,1167.75,1167.5,1167.75,4,1167.55
20140824  20:07:00,1168.0,1168.5,1168.0,1168.5,5,1168.3
20140824  20:08:00,1168.5,1168.75,1168.5,1168.75,4,1168.7
20140824  20:09:00,1169.25,1169.25,1169.25,1169.25,2,1169.25
20140824  20:10:00,1169.5,1170.75,1169.5,1170.5,11,1170.225
20140824  20:11:00,1170.0,1170.0,1168.75,1168.75,4,1169.45
20140824  20:12:00,1169.25,1169.5,1169.25,1169.5,3,1169.425
20140824  20:13:00,1169.5,1169.5,1169.5,1169.5,0,1169.5
20140824  20:14:00,1169.5,1169.5,1169.5,1169.5,0,1169.5
20140824  20:15:00,1169.75,1170.0,1169.75,1170.0,23,1169.975
20140824  20:16:00,1170.75,1170.75,1170.5,1170.75,5,1170.65
20140824  20:17:00,1170.0,1170.0,1169.25,1169.25,3,1169.75
20140824  20:18:00,1169.25,1169.25,1169.25,1169.25,0,1169.25
20140824  20:19:00,1169.0,1169.0,1168.75,1168.75,5,1168.95
20140824  20:20:00,1168.75,1168.75,1167.75,1168.0,8,1168.25
20140824  20:21:00,1168.0,1168.0,1168.0,1168.0,0,1168.0
20140824  20:22:00,1169.5,1169.5,1169.5,1169.5,1,1169.5
20140824  20:23:00,1169.5,1169.5,1169.5,1169.5,0,1169.5
20140824  20:24:00,1169.5,1169.5,1169.5,1169.5,0,1169.5
20140824  20:25:00,1169.5,1169.5,1169.5,1169.5,0,1169.5
20140824  20:26:00,1170.0,1170.0,1170.0,1170.0,1,1170.0
20140824  20:27:00,1170.0,1170.0,1170.0,1170.0,0,1170.0
20140824  20:28:00,1170.0,1170.0,1170.0,1170.0,0,1170.0
20140824  20:29:00,1170.0,1170.0,1170.0,1170.0,5,1170.0
20140824  20:30:00,1170.0,1170.0,1170.0,1170.0,0,1170.0
20140824  20:31:00,1170.0,1170.0,1170.0,1170.0,0,1170.0
20140824  20:32:00,1170.0,1170.0,1170.0,1170.0,0,1170.0
20140824  20:33:00,1170.0,1170.0,1170.0,1170.0,2,1170.0
20140824  20:34:00,1170.0,1170.0,1170.0,1170.0,0,1170.0
20140824  20:35:00,1170.25,1170.5,1170.25,1170.5,7,1170.275
20140824  20:36:00,1170.5,1170.5,1170.5,1170.5,3,1170.5
20140824  20:37:00,1170.5,1170.5,1170.5,1170.5,2,1170.5
20140824  20:38:00,1170.75,1170.75,1170.75,1170.75,11,1170.75
20140824  20:39:00,1170.75,1170.75,1170.75,1170.75,0,1170.75
20140824  20:40:00,1171.0,1171.0,1171.0,1171.0,7,1171.0
20140824  20:41:00,1170.75,1171.0,1170.75,1171.0,13,1170.95
20140824  20:42:00,1171.0,1171.0,1171.0,1171.0,1,1171.0
20140824  20:43:00,1171.0,1171.0,1171.0,1171.0,31,1171.0
20140824  20:44:00,1171.0,1171.0,1171.0,1171.0,0,1171.0
20140824  20:45:00,1171.0,1171.0,1171.0,1171.0,0,1171.0
20140824  20:46:00,1171.25,1172.0,1171.25,1172.0,17,1171.9
20140824  20:47:00,1172.0,1172.0,1172.0,1172.0,0,1172.0
20140824  20:48:00,1172.0,1172.0,1172.0,1172.0,0,1172.0
20140824  20:49:00,1172.0,1172.0,1172.0,1172.0,0,1172.0
20140824  20:50:00,1172.0,1172.0,1172.0,1172.0,0,1172.0
20140824  20:51:00,1172.0,1172.0,1172.0,1172.0,20,1172.0
20140824  20:52:00,1172.0,1172.0,1172.0,1172.0,0,1172.0
20140824  20:53:00,1172.0,1172.0,1172.0,1172.0,0,1172.0
20140824  20:54:00,1172.0,1172.0,1172.0,1172.0,0,1172.0
20140824  20:55:00,1171.5,1171.5,1171.5,1171.5,1,1171.5
20140824  20:56:00,1171.5,1171.5,1171.5,1171.5,1,1171.5
20140824  20:57:00,1171.5,1171.5,1171.5,1171.5,0,1171.5
20140824  20:58:00,1171.5,1171.5,1171.5,1171.5,0,1171.5
20140824  20:59:00,1171.5,1171.5,1171.5,1171.5,0,1171.5
20140824  21:00:00,1171.5,1171.5,1171.5,1171.5,0,1171.5
20140824  21:01:00,1172.0,1172.0,1172.0,1172.0,20,1172.0
20140824  21:02:00,1172.0,1172.0,1172.0,1172.0,0,1172.0
20140824  21:03:00,1172.0,1172.0,1172.0,1172.0,0,1172.0
20140824  21:04:00,1172.0,1172.0,1172.0,1172.0,0,1172.0
20140824  21:05:00,1172.5,1172.5,1172.5,1172.5,6,1172.5
20140824  21:06:00,1172.0,1172.0,1171.25,1171.25,3,1171.675
20140824  21:07:00,1171.25,1171.25,1171.25,1171.25,0,1171.25
20140824  21:08:00,1171.25,1171.25,1171.25,1171.25,0,1171.25
20140824  21:09:00,1171.25,1171.25,1171.25,1171.25,0,1171.25
20140824  21:10:00,1171.5,1171.5,1171.5,1171.5,2,1171.5
20140824  21:11:00,1171.5,1171.5,1171.5,1171.5,0,1171.5
20140824  21:12:00,1171.5,1171.5,1171.5,1171.5,2,1171.5
20140824  21:13:00,1171.5,1171.5,1171.5,1171.5,0,1171.5
20140824  21:14:00,1171.5,1171.5,1171.5,1171.5,1,1171.5
20140824  21:15:00,1171.5,1171.5,1171.5,1171.5,1,1171.5
20140824  21:16:00,1171.5,1171.5,1171.5,1171.5,0,1171.5
20140824  21:17:00,1171.5,1171.5,1171.5,1171.5,0,1171.5
20140824  21:18:00,1171.5,1171.5,1171.5,1171.5,0,1171.5
20140824  21:19:00,1171.5,1171.5,1171.5,1171.5,0,1171.5
