Date,Open,High,Low,Close,Volume,Adj Close
20151216  17:00:00,860.0,860.0,856.5,857.0,1507,858.275
20151216  17:01:00,856.75,858.75,856.0,858.5,538,857.05
20151216  17:02:00,858.5,858.75,858.0,858.0,247,858.425
20151216  17:03:00,858.0,858.75,857.75,858.0,134,858.075
20151216  17:04:00,857.75,858.0,857.5,857.5,94,857.75
20151216  17:05:00,857.5,858.0,857.5,857.75,25,857.7
20151216  17:06:00,857.75,858.25,857.75,858.0,122,857.95
20151216  17:07:00,858.0,858.25,858.0,858.25,70,858.1
20151216  17:08:00,858.25,858.25,858.25,858.25,16,858.25
20151216  17:09:00,858.0,859.25,858.0,859.25,128,858.7
20151216  17:10:00,859.25,859.25,859.0,859.25,114,859.125
20151216  17:11:00,859.25,860.0,859.25,859.25,227,859.575
20151216  17:12:00,859.25,860.0,859.25,859.25,80,859.525
20151216  17:13:00,859.25,859.25,858.75,859.0,176,859.1
20151216  17:14:00,859.0,859.25,858.5,858.75,196,858.9
20151216  17:15:00,859.0,859.75,859.0,859.75,215,859.35
20151216  17:16:00,859.75,860.0,859.25,859.5,177,859.525
20151216  17:17:00,859.5,859.75,859.0,859.25,156,859.35
20151216  17:18:00,859.25,859.25,858.75,859.0,20,858.925
20151216  17:19:00,859.0,859.0,858.0,858.0,102,858.525
20151216  17:20:00,858.25,858.75,858.25,858.25,133,858.35
20151216  17:21:00,858.0,858.5,858.0,858.5,35,858.375
20151216  17:22:00,858.5,858.5,858.25,858.25,71,858.475
20151216  17:23:00,858.25,858.25,858.0,858.0,73,858.225
20151216  17:24:00,858.25,858.5,858.25,858.25,78,858.275
20151216  17:25:00,858.25,858.25,858.0,858.0,29,858.175
20151216  17:26:00,858.25,858.25,858.25,858.25,3,858.25
20151216  17:27:00,858.25,858.25,858.25,858.25,0,858.25
20151216  17:28:00,858.25,858.25,858.25,858.25,0,858.25
20151216  17:29:00,858.0,858.25,858.0,858.25,29,858.075
20151216  17:30:00,858.0,858.25,858.0,858.25,2,858.125
20151216  17:31:00,858.25,858.25,858.25,858.25,13,858.25
20151216  17:32:00,858.0,858.25,857.5,857.5,93,858.0
