Date,Open,High,Low,Close,Volume,Adj Close
20150305  00:38:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:39:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:40:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:41:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:42:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:43:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:44:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:45:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:46:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:47:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:48:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:49:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:50:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:51:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:52:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:53:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:54:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:55:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:56:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:57:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:58:00,990.25,990.25,990.25,990.25,0,990.25
20150305  00:59:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:00:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:01:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:02:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:03:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:04:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:05:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:06:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:07:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:08:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:09:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:10:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:11:00,990.25,990.25,990.25,990.25,0,990.25
20150305  01:12:00,990.5,990.5,990.5,990.5,1,990.5
20150305  01:13:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:14:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:15:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:16:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:17:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:18:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:19:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:20:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:21:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:22:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:23:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:24:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:25:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:26:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:27:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:28:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:29:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:30:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:31:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:32:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:33:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:34:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:35:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:36:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:37:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:38:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:39:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:40:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:41:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:42:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:43:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:44:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:45:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:46:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:47:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:48:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:49:00,990.5,990.5,990.5,990.5,0,990.5
20150305  01:50:00,990.0,990.0,990.0,990.0,2,990.0
20150305  01:51:00,990.0,990.0,990.0,990.0,0,990.0
20150305  01:52:00,990.0,990.0,990.0,990.0,0,990.0
20150305  01:53:00,990.0,990.0,990.0,990.0,0,990.0
20150305  01:54:00,990.0,990.0,990.0,990.0,0,990.0
20150305  01:55:00,990.0,990.0,990.0,990.0,0,990.0
20150305  01:56:00,990.0,990.0,990.0,990.0,0,990.0
20150305  01:57:00,990.0,990.0,990.0,990.0,0,990.0
20150305  01:58:00,990.0,990.0,990.0,990.0,0,990.0
20150305  01:59:00,990.0,990.0,990.0,990.0,0,990.0
20150305  02:00:00,990.0,990.0,990.0,990.0,0,990.0
20150305  02:01:00,990.0,990.0,990.0,990.0,0,990.0
20150305  02:02:00,990.0,990.0,990.0,990.0,0,990.0
20150305  02:03:00,990.0,990.0,990.0,990.0,0,990.0
20150305  02:04:00,990.0,990.0,990.0,990.0,0,990.0
20150305  02:05:00,990.0,990.0,990.0,990.0,0,990.0
20150305  02:06:00,986.5,986.5,986.5,986.5,1,986.5
20150305  02:07:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:08:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:09:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:10:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:11:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:12:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:13:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:14:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:15:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:16:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:17:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:18:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:19:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:20:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:21:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:22:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:23:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:24:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:25:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:26:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:27:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:28:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:29:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:30:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:31:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:32:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:33:00,986.5,986.5,986.5,986.5,0,986.5
20150305  02:34:00,986.5,986.5,986.5,986.5,0,986.5
